1w,1x,1y,1z,2w,2x,2y,2z,3w,3x,3y,3z,4w,4x,4y,4z,5w,5x,5y,5z,6w,6x,6y,6z,gesture
0.886891784814146,0.07492656273933897,0.4543149451136482,-0.03750870394494145,0.5912208141060298,-0.7900156403711935,-0.09924800294568774,-0.12838641224050637,0.6553969168812486,-0.7207755782171109,-0.15546376183773988,-0.16361071463569163,0.7692596886799116,-0.6056561809171573,-0.1618256252908831,-0.12342037468807146,0.7800907855182051,-0.6229436884759857,0.04822747062372327,0.032766422062255704,0.48732284554417776,0.7344289163052253,-0.26116451905211013,0.39360348714631294,OK
0.89747956498111,0.029288829254666995,0.4398635910771186,-0.013878622660403264,0.6164466017988021,-0.7694528455625289,-0.10566648724396013,-0.1295009616178895,0.6685284617728903,-0.6989328438622421,-0.1779630416725465,-0.18136077682031254,0.7059808808372191,-0.6705073548897443,-0.1658546795976639,-0.156534686848056,0.7535272738354778,-0.6555302149403348,0.036555536439592605,0.033770958558574364,0.5017772714750466,0.7323356514814482,-0.2581568086772419,0.38112875191184714,OK
0.8784014688775097,0.052581255129551724,0.47402736127068934,-0.03072672858574221,0.605708563345313,-0.7739334743319349,-0.11749431435811142,-0.14261556609351722,0.6727908830607979,-0.7015530319455372,-0.16533656912439293,-0.16685200013326312,0.6868854269830915,-0.6804038764570043,-0.18326634120260327,-0.17791127924543906,0.8464912645424025,-0.5302540012568887,0.03832353853615444,0.028540140128097736,0.5103443631418666,0.7196845617943466,-0.27388057641179114,0.38287359844803487,OK
0.8707450199476109,-0.0036866209551516664,0.49171764057003986,-0.0018113571157858395,0.5680999916260107,-0.8052441185533024,-0.0990186043255979,-0.13798414781145205,0.640902912604758,-0.7344220366543893,-0.15092885429339692,-0.1645849617457179,0.6971889651350299,-0.6900612700857827,-0.14179288091518244,-0.13280726389514785,0.8594464943258333,-0.5112190037494854,-0.0024601060076480928,-0.0008952512776850387,0.4618220703577995,0.7535253903840107,-0.2516035499830201,0.3944813240357547,OK
0.9824133634047277,-0.09113741960945969,0.16196621648925166,0.018024951231456397,0.2219914819397892,-0.9737331301747753,-0.014613418418931299,-0.04847701670197614,0.33949364649421226,-0.9312042428123956,-0.04877339121196105,-0.12338508203158471,0.48793895457903513,-0.872329211388448,-0.01866776986755647,-0.02467464145430652,0.9234339236810853,-0.30694989592694516,0.21775836915504548,0.0750522661105447,0.3524939141405585,0.9118795119207295,-0.07457758557710745,0.19662649862765186,OK
0.9623095326344197,-0.10852886716111149,0.24877591458657836,0.017099494590838153,0.380512836380385,-0.9245125024542554,-0.0025169182586818857,-0.02191527499265742,0.4597900741397596,-0.8830150263098341,-0.03701230408759472,-0.08664664090271874,0.5590478099808136,-0.8275677043188906,-0.021413142039363814,-0.04624627846669814,0.9269835772930942,-0.3447837429486389,0.1407641503947102,0.0448449773205467,0.33305059845105184,0.8993539884398944,-0.10475661679656187,0.2631838778990628,OK
0.8773043930390371,-0.25333381699819885,0.39488926450958467,0.10110117652435592,0.5631961824568694,-0.8251063737515418,0.03206179074268749,0.031330075565844016,0.6569249354928208,-0.753433244651942,-0.011298192992881,-0.025696805562086828,0.6781308044776172,-0.733045900283735,-0.030057803232535794,-0.043345686758687746,0.9171692291773311,-0.3983412159683559,-0.005704267498658807,-0.0096094767503565,0.3041490359848123,0.851712444492392,-0.1477951245132591,0.40029473763267703,OK
0.7444757564014901,-0.4063377375466221,0.465579986722732,0.2527464483215985,0.6427112629150091,-0.7657045030882635,0.010952598179532478,0.022335779943109754,0.6782726064597248,-0.7279189845733307,-0.07277365655852135,-0.06916804273047521,0.7869234809852064,-0.6105428452616145,-0.07496138449066835,-0.04867915374387647,0.8757142350270299,-0.4660399472340821,-0.11436024252316507,-0.05341424045252945,0.45331664961073104,0.6444202242839729,-0.3617740631613083,0.49834337252867456,OK
0.7103240019405838,-0.3960346253820735,0.5051954777057637,0.2887454191346407,0.6165576066175364,-0.7814546987206271,0.06096924885002419,0.07394607673279839,0.6892498041706161,-0.7239578025280937,0.02174632652067067,0.01862538301129731,0.8392442725376745,-0.540396187158023,-0.049484178138253156,-0.03453010326892183,0.8832960814946151,-0.4461688925787897,-0.1263209325607998,-0.06902444283182922,0.021085509916368633,-0.9157201487451314,-0.008836555057409674,-0.4011657085899522,OK
0.7043763036202547,-0.48038083864787745,0.4244077152583359,0.3049038602370064,0.6070703309379132,-0.788675644851451,0.05837691072090713,0.07777195386361244,0.6472847404780259,-0.7608703301866938,0.028776883052635205,0.03564682857788476,0.7659470164411787,-0.642468882751651,0.017236566838899146,0.016180341909563283,0.9296095313609363,-0.3441984599454866,-0.12535230550578588,-0.040501097249826645,0.09893494872777188,0.8636837858136817,-0.040790655141492604,0.492542705250933,OK
0.90709391529474,0.11579265512341767,0.4011544140164227,-0.05336502571786821,0.40097478681874466,-0.9036434732040703,-0.06092095365481198,-0.137609342259656,0.4582607045428555,-0.8639347119571602,-0.09809219031207085,-0.18436882151590797,0.5751037839402935,-0.8078682720946417,-0.07583667459094715,-0.10417913143888734,0.8862038730055903,-0.4482126667856417,0.10270180391909446,0.056572433875153726,0.39286566535484,0.8513233167745284,-0.14372270043552918,0.31662116903459553,OK
